Titre,Localisation,Prix,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
Fiat Uno ba9 n9ya,"Anfa, Casablanca",15 000 DH,1997,Manuelle,Essence,15 000 - 19 999,Fiat,Uno,5,WW au Maroc,Oui,4 CV,Très bon,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Passat cc hmizat à ne pas rater,"El Matar, Tétouan",215 000 DH,2018,Automatique,Diesel,85 000 - 89 999,Volkswagen,Passat CC,5,WW au Maroc,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Renault 19,"Bad Boujloud, Fès",40 000 DH,1989,Manuelle,Diesel,5 000 - 9 999,Renault,19,,,,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peugeot 3008 Diesel Manuelle 2019 à Fès,"Agdal, Fès",205 000 DH,2019,Manuelle,Diesel,100 000 - 109 999,Peugeot,3008,5,WW au Maroc,Oui,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Renault symbole,"El Haouzia, Kénitra",80 000 DH,2009,Manuelle,Diesel,110 000 - 119 999,Renault,Symbol,5,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
فياط تيبو ديزل يدوي 2019 في أكادير,"Hay Salam, Agadir",120 000 DH,2019,Manuelle,Diesel,5 000 - 9 999,Fiat,Tipo,5,WW au Maroc,Non,7 CV,Très bon,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Peugeot 206 Diesel Manuelle 2000 à Salé,"Sidi Moussa, Salé",43 000 DH,2000,Manuelle,Diesel,0 - 4 999,Peugeot,206,3,Dédouanée,Oui,7 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Toyota Yaris 2020,"Toute la ville, Tamensourt",125 000 DH,2020,Manuelle,Essence,85 000 - 89 999,Toyota,Yaris,5,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Hyundai Tucson Diesel Automatique 2017 à Tanger,"Administratif, Tanger",200 000 DH,2017,Automatique,Diesel,200 000 - 249 999,Hyundai,Tucson,5,WW au Maroc,Oui,7 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
VW passat cc,"Centre ville, Tétouan",180 000 DH,2017,Manuelle,Diesel,140 000 - 149 999,Volkswagen,Passat CC,5,WW au Maroc,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Dacia Logan Diesel Manuelle 2011 à Fès,"Fes Jdid, Fès",65 000 DH,2011,Manuelle,Diesel,250 000 - 299 999,Dacia,Logan,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peugeot 405,"Toute la ville, Ouarzazate",25 000 DH,1990,Manuelle,Essence,250 000 - 299 999,Peugeot,405,5,WW au Maroc,Non,8 CV,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
toyota Yaris 2020,"Toute la ville, Tamensourt",125 000 DH,2020,Manuelle,Essence,85 000 - 89 999,Toyota,Yaris,5,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
audi A5 3L  modèle 2010,"Massar, Marrakech",120 000 DH,2010,Automatique,Diesel,190 000 - 199 999,Audi,A5,3,WW au Maroc,Oui,12 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Toyota Yaris,"Toute la ville, Dakhla",110 000 DH,2018,Manuelle,Diesel,110 000 - 119 999,Toyota,Yaris,5,WW au Maroc,Non,5 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
megane 3,"Ain Sebaa, Casablanca",80 000 DH,2012,Manuelle,Diesel,170 000 - 179 999,Renault,Megane,3,WW au Maroc,Non,7 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
sprinter 213cdi très bonne état,"Toute la ville, Souk El Arbaa",165 000 DH,2001,Manuelle,Diesel,350 000 - 399 999,Mercedes-Benz,Sprinter,5,Dédouanée,Non,9 CV,Excellent,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Peugeot 405,"Toute la ville, Ouarzazate",20 000 DH,1990,Manuelle,Essence,300 000 - 349 999,Peugeot,405,5,WW au Maroc,Non,8 CV,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fiat 500 neuf,"Zemmouri, Tanger",158 000 DH,2024,Automatique,Essence,0 - 4 999,Fiat,500,3,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Renault R5 Essence Manuelle 1987 à Salé,"Sala El Jadida, Salé",17 000 DH,1987,Manuelle,Essence,190 000 - 199 999,Renault,R5,5,Dédouanée,Non,7 CV,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Peugeot 208 Diesel Manuelle 2021 à Casablanca,"Maarif, Casablanca",150 000 DH,2021,Manuelle,Diesel,50 000 - 54 999,Peugeot,208,5,WW au Maroc,Oui,7 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Renault Master Diesel Manuelle 2021 à Casablanca,"Sidi Bernoussi, Casablanca",238 000 DH,2021,Manuelle,Diesel,120 000 - 129 999,Renault,Master,5,WW au Maroc,Non,9 CV,Bon,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Tiguan tt option excellent,"Targa, Marrakech",230 000 DH,2017,Manuelle,Diesel,75 000 - 79 999,Volkswagen,Tiguan,5,WW au Maroc,Oui,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bmw 535 diesel bu turebo,"Bettana, Salé",40 000 DH,2009,Automatique,Diesel,20 000 - 24 999,BMW,Série 5,5,Dédouanée,Non,11 CV,Bon,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Ford C-Max 1.6 diesel pack sport ded 2025,"Hay Atlas, Fès",163 000 DH,2016,Manuelle,Diesel,150 000 - 159 999,Ford,C-Max,5,Dédouanée,Oui,6 CV,Neuf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
bmv x5,"Ahlane, Tanger",40 000 DH,2002,Manuelle,Diesel,25 000 - 29 999,BMW,X5,5,Importée neuve,Non,12 CV,Bon,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Mercedes-benz,C220D,2021","Hay Riad, Rabat",370 000 DH,2021,Automatique,Diesel,110 000 - 119 999,Mercedes-Benz,Classe C,5,WW au Maroc,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Peugeot 206 bon état,"Taqaddoum, Rabat",55 000 DH,2002,Manuelle,Diesel,300 000 - 349 999,Peugeot,206,5,WW au Maroc,Non,7 CV,Bon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Peugeot 308 2020,"Ouled Oujih, Kénitra",142 000 DH,2020,Manuelle,Diesel,120 000 - 129 999,Peugeot,308,5,WW au Maroc,Non,6 CV,Excellent,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
GOLF 5 AUTOMATIQUE,"Al Maghrib Al Arabi, Kénitra",91 000 DH,2008,Automatique,Diesel,300 000 - 349 999,Volkswagen,Golf 5,5,Dédouanée,,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fiat 500X Cross Plus quasi neuf,"Souissi, Rabat",190 000 DH,2021,Manuelle,Diesel,70 000 - 74 999,Fiat,500X,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Mini Country Man,"Guich Oudaya, Rabat",103 000 DH,2013,Manuelle,Essence,120 000 - 129 999,Mini,CountryMan,5,WW au Maroc,Non,8 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
peugeot 208 toute option,"Route d'Immouzere, Fès",139 000 DH,2021,Manuelle,Diesel,130 000 - 139 999,Peugeot,208,5,WW au Maroc,Non,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
touareg v6 modèle 2008 dédouane 2014,"Toute la ville, Essaouira",73 000 DH,2008,Automatique,Diesel,200 000 - 249 999,Volkswagen,Touareg,5,Dédouanée,Non,12 CV,Très bon,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Ford fiesta trend plus diesel 09/2017,"El Youssoufia, Rabat",118 000 DH,2017,Manuelle,Diesel,110 000 - 119 999,Ford,Fiesta,,WW au Maroc,Non,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fiat doblo,"Tanja Balia, Tanger",95 000 DH,2020,Manuelle,Diesel,80 000 - 84 999,Fiat,Doblo,5,WW au Maroc,Non,6 CV,Excellent,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peugeot 206,"Ahlane, Tanger",46 000 DH,1999,Manuelle,Essence,110 000 - 119 999,Peugeot,206,5,Dédouanée,,8 CV,Très bon,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Peugeot 3008 Diesel Automatique 2019 à Bouskoura,"Bouskoura centre, Bouskoura",219 000 DH,2019,Automatique,Diesel,120 000 - 129 999,Peugeot,3008,5,WW au Maroc,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Cady diesel 2012,"Massira, Marrakech",128 000 DH,2012,Manuelle,Diesel,190 000 - 199 999,Volkswagen,Caddy,5,WW au Maroc,Non,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
berlingo 2023 2ème main,"Sidi Moumen, Casablanca",156 000 DH,2023,Manuelle,Diesel,80 000 - 84 999,Citroen,Berlingo,5,WW au Maroc,Oui,6 CV,Très bon,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peugeot 407 Diesel 8ch model 2006,"Autre secteur, Meknès",56 000 DH,2006,Manuelle,Diesel,15 000 - 19 999,Peugeot,407,5,Dédouanée,Non,8 CV,Bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ford fusion 2016,"Daoudiate, Marrakech",149 000 DH,2016,Automatique,Diesel,160 000 - 169 999,Ford,Fusion,5,WW au Maroc,Non,8 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Kia K5 Hybride Automatique 2022 à Casablanca,"Aïn Diab, Casablanca",298 000 DH,2022,Automatique,Hybride,100 000 - 109 999,Kia,K5,5,WW au Maroc,Non,11 CV,Bon,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Volkswagen Golf 7 Diesel Manuelle 2015,"Toute la ville, Al Hoceima",145 000 DH,2015,Manuelle,Diesel,20 000 - 24 999,Volkswagen,Golf 7,5,WW au Maroc,Oui,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PEUGEOT 5008 2.0 HDI 180 CV GT,"Agdal, Fès",350 000 DH,2022,Automatique,Diesel,40 000 - 44 999,Peugeot,5008,5,Dédouanée,Non,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
yaris Ouarzazate,"Toute la ville, Ouarzazate",130 000 DH,2020,Manuelle,Diesel,90 000 - 94 999,Toyota,Yaris,,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hyundai i 20 Essence Manuelle 2018 à Salé,"Toute la ville, Salé",98 000 DH,2018,Manuelle,Essence,90 000 - 94 999,Hyundai,i20,5,WW au Maroc,Oui,7 CV,Bon,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
TOYOTA C-HR HYBRIDE 184 CV,"Agdal, Fès",249 000 DH,2022,Automatique,Hybride,15 000 - 19 999,Toyota,C-HR,5,Dédouanée,Non,11 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dacia dokker,"Autre secteur, Agadir",104 000 DH,2014,Manuelle,Diesel,180 000 - 189 999,Dacia,Dokker,5,,,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dacia Duster Diesel Manuelle 2012 à Salé,"Hay Salam, Salé",112 000 DH,2012,Manuelle,Diesel,20 000 - 24 999,Dacia,Duster,5,,,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sportage tout options,"Assif, Marrakech",270 000 DH,2019,Automatique,Diesel,90 000 - 94 999,Kia,Sportage,5,Importée neuve,Non,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BMW X1 diesel,"Centre ville, Tétouan",128 000 DH,2013,Manuelle,Diesel,190 000 - 199 999,BMW,X1,5,WW au Maroc,Non,8 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Ford Kuga Diesel Manuelle 2017 à Casablanca,"Val d'Anfa, Casablanca",180 000 DH,2017,Manuelle,Diesel,140 000 - 149 999,Ford,Kuga,5,WW au Maroc,Oui,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Citroen Elysée Essence 2014,"Massira, Marrakech",68 000 DH,2014,Manuelle,Essence,200 000 - 249 999,Citroen,C-Elysée,5,WW au Maroc,Non,6 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
porsche macan,"Hay massira, Oujda",550 000 DH,2020,Automatique,Essence,75 000 - 79 999,Porsche,Macan,5,WW au Maroc,Non,11 CV,Excellent,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Renault Koleos Diesel Automatique 2009 à Tanger,"Aida, Tanger",82 000 DH,2009,Automatique,Diesel,200 000 - 249 999,Renault,Koleos,5,WW au Maroc,Non,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ford Kuga Diesel Manuelle 2017 à Casablanca,"Val d'Anfa, Casablanca",180 000 DH,2017,Manuelle,Diesel,140 000 - 149 999,Ford,Kuga,5,WW au Maroc,Oui,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Opel Corsa Diesel Manuelle 2022 à Meknès,"Hamria, Meknès",162 000 DH,2022,Manuelle,Diesel,90 000 - 94 999,Opel,Corsa,5,WW au Maroc,Oui,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FORD FOCUS,"Toute la ville, Settat",148 000 DH,2016,Manuelle,Diesel,140 000 - 149 999,Ford,Focus,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
سيارة,"Toute la ville, Sefrou",95 000 DH,2009,Automatique,Diesel,35 000 - 39 999,Volkswagen,Touareg,5,WW au Maroc,Non,12 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Ford Connect Diesel Manuelle 2018 à Temara,"Centre Ville, Temara",148 000 DH,2018,Manuelle,Diesel,110 000 - 119 999,Ford,Connect,5,WW au Maroc,Oui,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
megane2wezza,"Bir Rami, Kénitra",60 000 DH,2003,Manuelle,Diesel,250 000 - 299 999,Renault,Megane,5,WW au Maroc,Non,6 CV,Bon,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Toyota Hilux Diesel,"Route de Sefrou, Fès",240 000 DH,2019,Manuelle,Diesel,100 000 - 109 999,Toyota,Hilux,,,,10 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
سيارة نقية بزاف موطور جديد,"Sala El Jadida, Salé",85 000 DH,2010,Manuelle,Diesel,0 - 4 999,Hyundai,Elantra,5,WW au Maroc,Non,7 CV,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Volvo XC60 Diesel Automatique 2020 à Casablanca,"Aïn Diab, Casablanca",342 000 DH,2020,Automatique,Diesel,170 000 - 179 999,Volvo,XC60,5,WW au Maroc,Non,8 CV,Bon,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
citreon c4 2016,"Wislane, Meknès",102 000 DH,2016,Manuelle,Diesel,200 000 - 249 999,Citroen,C4,,,Non,6 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Peugeot Rifter Diesel Manuelle 2020 à Meknès,"Autre secteur, Meknès",168 000 DH,2020,Manuelle,Diesel,0 - 4 999,Peugeot,Rifter,5,WW au Maroc,Non,6 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Citroen Berlingo Diesel Manuelle 2019 à Fès,"Route de Sefrou, Fès",133 000 DH,2019,Manuelle,Diesel,150 000 - 159 999,Citroen,Berlingo,,,,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
سيارة جيد جدا,"Al Irfane 2, Tanger",132 000 DH,2019,Automatique,Essence,0 - 4 999,Hyundai,i20,5,,Oui,7 CV,Excellent,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
voitur a vendre,"Zouitina, Tanger",130 000 DH,2012,Manuelle,Diesel,160 000 - 169 999,Renault,Scenic,5,Dédouanée,Non,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mercedes A250E Hybrid pack amg,"Derb Ghallef, Casablanca",399 999 DH,2022,Automatique,Hybride,50 000 - 54 999,Mercedes-Benz,Classe A,5,Dédouanée,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Dacia Lodgy Diesel modèle 2022 à Casablanca,"Roches Noires, Casablanca",128 000 DH,2022,Manuelle,Diesel,95 000 - 99 999,Dacia,Lodgy,5,WW au Maroc,Oui,6 CV,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Renault r4,"Toute la ville, Béni Mellal",34 000 DH,1993,Manuelle,Essence,250 000 - 299 999,Renault,R4,5,WW au Maroc,Non,5 CV,Très bon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Kia Rio nouveau modéle 2021,"Centre Ville, Agadir",130 000 DH,2021,Manuelle,Essence,50 000 - 54 999,Kia,Rio,,WW au Maroc,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
NISSAN QASHQAI,"Victoria, Bouskoura",154 000 DH,2015,Manuelle,Diesel,200 000 - 249 999,Nissan,Qashqai,5,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Toyota Corolla Hybride Automatique 2021,"Autre secteur, Rabat",168 000 DH,2021,Automatique,Hybride,100 000 - 109 999,Toyota,Corolla,5,WW au Maroc,Oui,10 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
FordC-Max,"Toute la ville, Berrechid",120 000 DH,2013,Manuelle,Diesel,200 000 - 249 999,Ford,C-Max,5,WW au Maroc,Non,6 CV,Excellent,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Rangerover  sport,"Hay Riad, Rabat",420 000 DH,2017,Automatique,Diesel,180 000 - 189 999,Land Rover,Range Rover Sport,5,Importée neuve,Oui,12 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
السروت السيرة المرسيدس,"Oulfa, Casablanca",350 DH,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ڤولزڤاڭن جولف 6 ديزل يدوي 2011 في طنجة,"Mesnana, Tanger",140 000 DH,2011,Manuelle,Diesel,190 000 - 199 999,Volkswagen,Golf 6,5,Dédouanée,Non,6 CV,Bon,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
